sample_id,zoopTotal_sum,FF_sum,Omni_sum,Carni_sum,Cope_omni_sum,Cope_carni_sum,Cal_omni_sum,Cal_carni_sum,Cyc_omni_sum,Cyc_carni_sum,otherCopepods_omni_sum,otherCopepods_carni_sum
182AT-9,95706,0,95350,356,95300,356,95250,206,50,150,0,0
182VJ-11,56,0,50,6,0,0,0,0,0,0,0,0
182VJ-15,119,6,1,112,0,102,0,52,0,50,0,0
182VJ-19,180,6,106,68,56,56,56,56,0,0,0,0
182VJ-23,32,17,8,7,6,0,6,0,0,0,0,0
182VJ-27,581,1,207,373,206,350,56,300,150,50,0,0
182VJ-3,15050,0,15000,50,15000,50,15000,50,0,0,0,0
182VJ-31,410,35,67,308,50,301,50,301,0,0,0,0
182VJ-35,519,0,117,402,50,400,0,400,50,0,0,0
182VJ-39,338,1,235,102,150,101,100,101,50,0,0,0
182VJ-43,426,0,117,309,100,306,50,306,50,0,0,0
182VJ-47,323,6,7,310,1,306,1,306,0,0,0,0
182VJ-7,4,0,0,4,0,0,0,0,0,0,0,0
183AT-1,15687,1,15300,386,15300,385,15250,335,50,50,0,0
183AT-10,50600,0,15200,35400,15200,35400,15200,35300,0,100,0,0
183AT-11,150,0,100,50,100,50,50,50,50,0,0,0
183AT-12,65103,0,65001,102,65000,100,65000,100,0,0,0,0
183AT-13,35579,0,35052,527,35000,517,35000,417,0,100,0,0
183AT-14,15311,2,15051,258,15050,250,15050,100,0,150,0,0
183AT-15,364,6,50,308,50,306,0,306,50,0,0,0
183AT-16,418,6,50,362,50,356,50,306,0,50,0,0
183AT-17,667,1,451,215,400,206,400,106,0,100,0,0
183AT-18,15710,1,15652,57,15650,53,15500,53,150,0,0,0
183AT-19,1404,2,1100,302,1100,285,950,135,150,150,0,0
183AT-20,1095,2,902,191,902,156,902,156,0,0,0,0
183AT-21,364,1,101,262,101,256,101,106,0,150,0,0
183AT-5,1758,0,700,1058,700,1051,400,951,300,100,0,0
183AT-9,30701,0,15401,15300,15400,15300,15100,15300,300,0,0,0
183VJ-1,17,6,2,9,1,3,1,3,0,0,0,0
183VJ-10,158,1,53,104,50,100,0,100,50,0,0,0
183VJ-11,60,6,51,3,0,0,0,0,0,0,0,0
183VJ-13,30012,0,15006,15006,15000,0,15000,0,0,0,0,0
183VJ-14,111,1,56,54,0,50,0,50,0,0,0,0
183VJ-16,68,1,4,63,1,50,1,50,0,0,0,0
183VJ-17,234,3,67,164,0,150,0,150,0,0,0,0
183VJ-19,35102,0,35050,52,35000,50,35000,50,0,0,0,0
183VJ-20,151,0,50,101,50,100,0,100,50,0,0,0
183VJ-21,15015,0,15001,14,0,0,0,0,0,0,15000,0
183VJ-22,35104,0,35050,54,35000,50,35000,50,0,0,0,0
183VJ-23,30213,0,30050,163,30050,150,30000,150,50,0,0,0
183VJ-25,120,0,100,20,100,2,100,2,0,0,0,0
183VJ-26,172,0,51,121,51,101,51,101,0,0,0,0
183VJ-28,463,0,102,361,50,200,0,200,50,0,0,0
183VJ-35,35102,0,100,35002,100,1,100,1,0,0,0,0
183VJ-37,15000,0,15000,0,15000,0,15000,0,0,0,0,0
183VJ-41,15153,0,15101,52,15051,50,15051,50,0,0,0,0
183VJ-43,101,0,100,1,100,0,0,0,100,0,0,0
183VJ-44,54,1,52,1,51,0,1,0,50,0,0,0
183VJ-45,51,0,50,1,50,0,50,0,0,0,0,0
183VJ-46,1,0,0,1,0,0,0,0,0,0,0,0
183VJ-49,1,0,0,1,0,0,0,0,0,0,0,0
183VJ-5,72,6,13,53,7,50,7,50,0,0,0,0
183VJ-9,119,17,0,102,0,100,0,100,0,0,0,0
184AT-1,1,0,0,1,0,0,0,0,0,0,0,0
184AT-13,15253,0,15202,51,15201,50,15201,50,0,0,0,0
184AT-17,68,0,50,18,50,0,50,0,0,0,0,0
184AT-21,9,0,1,8,0,0,0,0,0,0,0,0
184AT-25,165,0,6,159,0,150,0,150,0,0,0,0
184AT-29,269,75,181,13,75,0,75,0,0,0,100,0
184AT-33,134,17,91,26,85,0,85,0,0,0,0,0
184AT-37,30290,2,30162,126,30156,100,30106,0,50,100,0,0
184AT-41,235,0,123,112,17,101,17,101,0,0,100,0
184AT-45,15056,6,15041,9,15006,0,15006,0,0,0,0,0
184AT-5,15607,0,15401,206,15351,200,15351,100,0,100,0,0
184AT-9,30556,0,30252,304,30200,300,30200,300,0,0,0,0
184VJ-11,357,17,3,337,0,301,0,301,0,0,0,0
184VJ-15,322,310,6,6,0,0,0,0,0,0,0,0
184VJ-19,673,75,592,6,225,0,225,0,0,0,300,0
184VJ-23,59,17,19,23,17,0,17,0,0,0,0,0
184VJ-27,13,6,3,4,0,0,0,0,0,0,0,0
184VJ-3,1,0,0,1,0,0,0,0,0,0,0,0
184VJ-31,8,6,1,1,0,0,0,0,0,0,0,0
184VJ-39,1,0,1,0,0,0,0,0,0,0,0,0
184VJ-43,486,75,35,376,0,367,0,367,0,0,0,0
184VJ-47,366,75,112,179,6,156,6,156,0,0,100,0
184VJ-7,43,1,17,25,0,0,0,0,0,0,0,0
185AT-11,151,0,0,151,0,151,0,151,0,0,0,0
185AT-15,308,0,2,306,0,300,0,300,0,0,0,0
185AT-19,308,0,6,302,0,300,0,300,0,0,0,0
185AT-23,18970,6,15156,3808,15100,3767,15100,3767,0,0,0,0
185AT-27,15213,35,15001,177,15000,153,15000,103,0,50,0,0
185AT-3,4,0,3,1,0,0,0,0,0,0,0,0
185AT-31,15080,6,15012,62,15006,50,15006,50,0,0,0,0
185AT-35,188,2,162,24,106,1,106,1,0,0,50,0
185AT-39,127,1,67,59,50,56,50,56,0,0,0,0
185AT-43,19,0,6,13,0,6,0,6,0,0,0,0
185AT-7,15053,1,15052,0,15050,0,15050,0,0,0,0,0
185VJ-1,557,17,531,9,225,0,225,0,0,0,300,0
185VJ-5,227,3,212,12,106,0,106,0,0,0,0,0
185VJ-9,28,1,18,9,1,2,1,2,0,0,0,0
186AT-1,77,0,2,75,0,56,0,56,0,0,0,0
186AT-10,315,0,6,309,0,306,0,306,0,0,0,0
186AT-11,111,0,4,107,1,100,1,100,0,0,0,0
186AT-12,967,0,67,900,50,885,50,885,0,0,0,0
186AT-13,416,0,56,360,50,356,50,356,0,0,0,0
186AT-14,336,1,35,300,0,300,0,300,0,0,0,0
186AT-15,250,0,135,115,50,106,50,106,0,0,0,0
186AT-16,405,0,75,330,0,317,0,317,0,0,0,0
186AT-17,36178,0,35317,861,35300,853,35300,853,0,0,0,0
186AT-18,210,0,85,125,50,102,50,102,0,0,0,0
186AT-19,726,17,585,124,550,106,550,106,0,0,0,0
186AT-5,318,3,2,313,0,306,0,306,0,0,0,0
186AT-9,7,1,6,0,0,0,0,0,0,0,0,0
187AT-1,1001,0,950,51,900,50,850,50,50,0,0,0
187AT-13,110551,0,15450,95101,15450,100,15400,50,50,50,0,0
187AT-17,604,0,600,4,500,0,500,0,0,0,100,0
187AT-21,656,0,656,0,650,0,650,0,0,0,0,0
187AT-25,59,0,3,56,0,50,0,0,0,50,0,0
187AT-29,517,0,308,209,302,200,302,200,0,0,0,0
187AT-33,16097,0,15991,106,15835,100,15535,0,300,100,150,0
187AT-37,392,0,378,14,325,0,325,0,0,0,50,0
187AT-41,900,0,742,158,575,150,475,150,100,0,150,0
187AT-45,1182,0,1162,20,1156,0,1156,0,0,0,0,0
187AT-5,315500,15000,350,300150,350,150,350,150,0,0,0,0
187AT-9,16553,0,1200,15353,1200,350,1200,350,0,0,0,0
188AT-1,552,0,252,300,201,300,51,150,150,150,50,0
188AT-13,0,0,0,0,0,0,0,0,0,0,0,0
188AT-17,100,0,0,100,0,100,0,0,0,100,0,0
188AT-21,250,0,250,0,250,0,200,0,50,0,0,0
188AT-25,151,0,150,1,150,0,150,0,0,0,0,0
188AT-29,351,0,50,301,50,301,50,1,0,300,0,0
188AT-33,257,0,219,38,217,3,217,3,0,0,0,0
188AT-37,258,0,235,23,118,0,118,0,0,0,100,0
188AT-41,314,0,302,12,285,0,285,0,0,0,0,0
188AT-45,136,1,34,101,17,100,17,0,0,100,0,0
188AT-5,101,0,101,0,101,0,101,0,0,0,0,0
188AT-9,0,0,0,0,0,0,0,0,0,0,0,0
188VJ-1,301,1,150,150,150,150,100,0,50,150,0,0
188VJ-13,150,0,0,150,0,150,0,150,0,0,0,0
188VJ-17,15107,0,15057,50,15056,50,15056,50,0,0,0,0
188VJ-21,0,0,0,0,0,0,0,0,0,0,0,0
188VJ-25,50,0,0,50,0,50,0,50,0,0,0,0
188VJ-29,100,0,0,100,0,100,0,100,0,0,0,0
188VJ-33,51,0,0,51,0,50,0,50,0,0,0,0
188VJ-37,100,0,0,100,0,100,0,100,0,0,0,0
188VJ-41,15200,0,100,15100,100,100,100,100,0,0,0,0
188VJ-45,0,0,0,0,0,0,0,0,0,0,0,0
188VJ-49,15555,0,15402,153,15367,150,15367,50,0,100,0,0
188VJ-5,0,0,0,0,0,0,0,0,0,0,0,0
188VJ-9,300,0,0,300,0,300,0,300,0,0,0,0
189AT-10,50,0,0,50,0,50,0,0,0,50,0,0
189AT-11,503,0,201,302,200,300,100,0,100,300,0,0
189AT-12,301,0,1,300,0,300,0,0,0,300,0,0
189AT-13,101,0,1,100,0,100,0,0,0,100,0,0
189AT-14,52,0,51,1,50,0,50,0,0,0,0,0
189AT-15,351,0,50,301,50,300,0,0,50,300,0,0
189AT-16,1004,0,151,853,150,850,150,0,0,850,0,0
189AT-17,458,0,152,306,150,300,150,0,0,300,0,0
189AT-18,565,0,257,308,251,301,151,1,100,300,0,0
189AT-19,915,0,59,856,3,850,3,0,0,850,50,0
189AT-20,395,0,8,387,2,350,2,50,0,300,0,0
189AT-21,1290,0,403,887,400,850,300,0,100,850,0,0
189AT-3,1752,0,2,1750,2,1750,2,0,0,1750,0,0
189AT-7,501,0,201,300,150,300,150,0,0,300,0,0
189AT-8,150,0,50,100,50,100,50,0,0,100,0,0
189AT-9,350,0,50,300,50,300,50,0,0,300,0,0
189VJ-1,50,0,0,50,0,50,0,50,0,0,0,0
189VJ-13,51,0,1,50,0,50,0,0,0,50,0,0
189VJ-17,0,0,0,0,0,0,0,0,0,0,0,0
189VJ-21,0,0,0,0,0,0,0,0,0,0,0,0
189VJ-25,1,0,0,1,0,0,0,0,0,0,0,0
189VJ-29,215,0,53,162,51,150,51,50,0,100,0,0
189VJ-33,0,0,0,0,0,0,0,0,0,0,0,0
189VJ-37,24,0,6,18,6,0,6,0,0,0,0,0
189VJ-41,0,0,0,0,0,0,0,0,0,0,0,0
189VJ-45,1,0,1,0,0,0,0,0,0,0,0,0
189VJ-49,209,0,208,1,202,0,202,0,0,0,0,0
189VJ-5,317,0,0,317,0,300,0,300,0,0,0,0
189VJ-9,18,0,1,17,0,0,0,0,0,0,0,0
18AT-10,202,0,100,102,100,100,50,50,50,50,0,0
18AT-11,60,0,1,59,1,51,1,1,0,50,0,0
18AT-12,150,0,50,100,50,100,0,100,50,0,0,0
18AT-13,15106,0,15106,0,15100,0,15100,0,0,0,0,0
18AT-14,15015,0,15006,9,15006,3,15006,3,0,0,0,0
18AT-15,203,0,152,51,151,50,1,0,150,50,0,0
18AT-16,153,0,152,1,151,0,151,0,0,0,0,0
18AT-17,0,0,0,0,0,0,0,0,0,0,0,0
18AT-18,50,0,50,0,50,0,50,0,0,0,0,0
18AT-19,0,0,0,0,0,0,0,0,0,0,0,0
18AT-20,1,0,0,1,0,0,0,0,0,0,0,0
18AT-21,0,0,0,0,0,0,0,0,0,0,0,0
18AT-22,2,0,1,1,0,0,0,0,0,0,0,0
18AT-23,0,0,0,0,0,0,0,0,0,0,0,0
18AT-24,0,0,0,0,0,0,0,0,0,0,0,0
18AT-25,0,0,0,0,0,0,0,0,0,0,0,0
18AT-29,50,0,50,0,50,0,0,0,50,0,0,0
18AT-3,910,0,852,58,850,50,850,0,0,50,0,0
18AT-33,16,0,10,6,7,0,7,0,0,0,0,0
18AT-37,377,0,323,54,317,50,317,0,0,50,0,0
18AT-41,15100,0,0,15100,0,100,0,100,0,0,0,0
18AT-7,6,0,0,6,0,0,0,0,0,0,0,0
18AT-8,9,0,2,7,1,0,1,0,0,0,0,0
18AT-9,56,0,50,6,50,0,50,0,0,0,0,0
18VJ-1,208,0,203,5,150,0,100,0,50,0,50,0
18VJ-13,303,0,3,300,0,300,0,300,0,0,0,0
18VJ-17,30669,160,30058,451,30002,450,30002,350,0,100,50,0
18VJ-21,67143,17,65373,1753,65317,1750,65017,1750,300,0,50,0
18VJ-25,65681,35,65323,323,65317,300,65017,300,300,0,0,0
18VJ-29,65638,17,65401,220,65350,200,65050,150,300,50,0,0
18VJ-33,151,0,0,151,0,150,0,150,0,0,0,0
18VJ-37,0,0,0,0,0,0,0,0,0,0,0,0
18VJ-41,0,0,0,0,0,0,0,0,0,0,0,0
18VJ-45,102,0,101,1,100,0,0,0,100,0,0,0
18VJ-49,115,1,56,58,50,50,0,50,50,0,0,0
18VJ-5,15156,0,15106,50,15050,50,15050,50,0,0,50,0
18VJ-9,406,0,6,400,0,400,0,350,0,50,0,0
190AT-1,785355,0,35250,750105,35250,100,35250,0,0,100,0,0
190AT-13,16053,0,717,15336,700,300,650,250,50,50,0,0
190AT-17,15306,0,306,15000,300,0,300,0,0,0,0,0
190AT-21,301,0,301,0,250,0,250,0,0,0,50,0
190AT-25,760,0,709,51,703,50,403,50,300,0,0,0
190AT-29,59,0,57,2,56,0,6,0,50,0,0,0
190AT-33,15009,0,8,15001,6,0,6,0,0,0,0,0
190AT-37,35958,0,658,35300,557,300,507,300,50,0,100,0
190AT-41,30308,0,7,30301,6,300,6,300,0,0,0,0
190AT-45,53751,0,1,53750,0,18750,0,18750,0,0,0,0
190AT-5,50351,0,15050,35301,15050,300,15050,0,0,300,0,0
190AT-9,35200,0,0,35200,0,200,0,150,0,50,0,0
191AT-1,80101,0,30051,50050,30051,35050,30051,35050,0,0,0,0
191AT-13,50,0,50,0,50,0,0,0,50,0,0,0
191AT-17,406,0,406,0,400,0,400,0,0,0,0,0
191AT-21,2067,0,2067,0,2050,0,2050,0,0,0,0,0
191AT-25,606,0,606,0,600,0,600,0,0,0,0,0
191AT-29,58,0,53,5,53,0,53,0,0,0,0,0
191AT-33,210,0,207,3,207,0,207,0,0,0,0,0
191AT-37,56,0,56,0,6,0,6,0,0,0,50,0
191AT-41,53,0,53,0,53,0,53,0,0,0,0,0
191AT-45,58,0,58,0,56,0,56,0,0,0,0,0
191AT-5,459,0,408,51,352,50,352,50,0,0,50,0
191AT-9,206,0,206,0,200,0,200,0,0,0,0,0
191VJ-1,6,0,0,6,0,0,0,0,0,0,0,0
191VJ-13,0,0,0,0,0,0,0,0,0,0,0,0
191VJ-17,0,0,0,0,0,0,0,0,0,0,0,0
191VJ-25,2,0,2,0,1,0,1,0,0,0,0,0
191VJ-29,0,0,0,0,0,0,0,0,0,0,0,0
191VJ-37,1,0,1,0,0,0,0,0,0,0,0,0
191VJ-41,71,0,52,19,1,0,1,0,0,0,50,0
191VJ-45,4,0,3,1,3,0,3,0,0,0,0,0
191VJ-49,15800,6,15566,228,15231,50,15181,50,50,0,300,0
191VJ-5,41,0,6,35,0,0,0,0,0,0,0,0
191VJ-9,5,0,2,3,0,0,0,0,0,0,0,0
192AT-1,750,0,600,150,600,150,600,150,0,0,0,0
192AT-11,30702,0,15650,15052,15650,50,15600,0,50,50,0,0
192AT-12,100,0,100,0,100,0,100,0,0,0,0,0
192AT-13,851,0,801,50,800,50,700,50,100,0,0,0
192AT-14,304,0,304,0,302,0,302,0,0,0,0,0
192AT-15,53,0,53,0,50,0,0,0,50,0,0,0
192AT-16,15356,0,15306,50,15300,50,15200,50,100,0,0,0
192AT-17,56,0,56,0,50,0,50,0,0,0,0,0
192AT-18,306,0,306,0,300,0,300,0,0,0,0,0
192AT-19,2,0,2,0,0,0,0,0,0,0,0,0
192AT-20,15852,0,801,15051,800,50,750,0,50,50,0,0
192AT-21,952,0,801,151,800,150,500,100,300,50,0,0
192AT-22,500,0,250,250,250,250,150,200,100,50,0,0
192AT-5,402,0,302,100,250,100,200,50,50,50,50,0
192AT-9,650,0,600,50,600,50,600,0,0,50,0,0
192VJ-1,0,0,0,0,0,0,0,0,0,0,0,0
192VJ-13,143,0,108,35,56,0,56,0,0,0,0,0
192VJ-17,70,0,3,67,3,50,3,50,0,0,0,0
192VJ-21,4,0,3,1,2,0,2,0,0,0,0,0
192VJ-25,1,0,1,0,0,0,0,0,0,0,0,0
192VJ-5,4,0,0,4,0,0,0,0,0,0,0,0
192VJ-9,54,0,18,36,17,0,17,0,0,0,0,0
193AT-1,15104,0,52,15052,2,50,2,50,0,0,50,0
193AT-13,160305,0,30051,130254,30001,202,30001,2,0,200,0,0
193AT-17,15225,6,1,15218,0,206,0,156,0,50,0,0
193AT-21,15216,1,15002,213,15001,201,15001,151,0,50,0,0
193AT-25,223,6,59,158,58,151,8,51,50,100,0,0
193AT-29,404,17,127,260,76,252,76,152,0,100,50,0
193AT-33,392,17,169,206,67,202,67,52,0,150,100,0
193AT-37,272,2,219,51,67,51,67,1,0,50,150,0
193AT-41,15357,6,143,15208,37,206,37,156,0,50,100,0
193AT-5,185417,0,15150,170267,15100,250,15100,100,0,150,50,0
193AT-9,65321,0,151,65170,151,150,151,0,0,150,0,0
194AT-1,1184,35,507,642,456,635,456,335,0,300,50,0
194AT-13,71,0,51,20,51,17,1,17,50,0,0,0
194AT-17,219,0,50,169,50,167,0,167,50,0,0,0
194AT-21,309,0,101,208,101,206,1,106,100,100,0,0
194AT-25,108,0,101,7,101,0,101,0,0,0,0,0
194AT-29,15565,2,15502,61,15502,53,15502,3,0,50,0,0
194AT-33,145,2,87,56,87,53,37,53,50,0,0,0
194AT-37,733,2,667,64,367,57,367,57,0,0,300,0
194AT-41,374,2,217,155,67,153,67,153,0,0,150,0
194AT-45,362,35,202,125,102,117,52,67,50,50,0,0
194AT-5,591,6,103,482,100,475,50,375,50,100,0,0
194AT-9,15393,2,15050,341,15050,335,15050,335,0,0,0,0
195AT-1,602,1,550,51,500,50,500,0,0,50,0,0
195AT-10,102,0,100,2,100,1,100,1,0,0,0,0
195AT-11,308,0,151,157,151,150,151,150,0,0,0,0
195AT-12,15214,0,2,15212,0,206,0,156,0,50,0,0
195AT-13,118,1,100,17,100,0,100,0,0,0,0,0
195AT-14,506,0,200,306,200,300,200,300,0,0,0,0
195AT-15,2,0,0,2,0,0,0,0,0,0,0,0
195AT-16,102,0,50,52,50,50,50,50,0,0,0,0
195AT-17,651,0,650,1,600,0,600,0,0,0,0,0
195AT-18,350,0,50,300,50,300,0,300,50,0,0,0
195AT-19,304,0,2,302,2,300,2,300,0,0,0,0
195AT-20,203,0,202,1,201,0,201,0,0,0,0,0
195AT-21,653,0,300,353,300,350,300,300,0,50,0,0
195AT-22,53,0,50,3,50,0,0,0,50,0,0,0
195AT-5,15956,2,15801,153,15800,151,15800,1,0,150,0,0
195AT-8,561,1,251,309,251,303,201,303,50,0,0,0
195AT-9,155,0,104,51,104,50,104,0,0,50,0,0
195VJ-1,1006,0,1000,6,1000,0,1000,0,0,0,0,0
195VJ-13,236418,0,171050,65368,171050,350,171050,50,0,300,0,0
195VJ-17,65977,2,65900,75,65900,0,65900,0,0,0,0,0
195VJ-21,15488,160,15286,42,15285,6,15185,6,100,0,0,0
195VJ-25,436,160,134,142,17,67,17,17,0,50,100,0
195VJ-29,135,6,2,127,1,52,1,52,0,0,0,0
195VJ-33,311,6,1,304,1,302,1,2,0,300,0,0
195VJ-37,41,3,2,36,2,35,2,35,0,0,0,0
195VJ-39,52,0,51,1,50,1,50,1,0,0,0,0
195VJ-40,2,1,0,1,0,0,0,0,0,0,0,0
195VJ-41,56,0,56,0,50,0,50,0,0,0,0,0
195VJ-42,218,0,51,167,51,167,51,167,0,0,0,0
195VJ-43,170,1,2,167,0,167,0,167,0,0,0,0
195VJ-44,456,0,150,306,150,306,150,306,0,0,0,0
195VJ-45,15035,0,15000,35,15000,35,15000,35,0,0,0,0
195VJ-46,15385,0,15000,385,15000,385,15000,335,0,50,0,0
195VJ-47,477,0,50,427,50,425,50,375,0,50,0,0
195VJ-48,1037,2,0,1035,0,1035,0,885,0,150,0,0
195VJ-49,432,6,0,426,0,425,0,375,0,50,0,0
195VJ-5,304,0,300,4,300,0,300,0,0,0,0,0
195VJ-50,103,17,0,86,0,85,0,35,0,50,0,0
195VJ-9,36900,0,36900,0,36900,0,36900,0,0,0,0,0
196AT-1,95156,0,95150,6,95150,0,95150,0,0,0,0,0
196AT-13,240854,0,225251,15603,225200,600,225200,0,0,600,50,0
196AT-17,225213,0,225006,207,225000,200,225000,0,0,200,0,0
196AT-21,65320,0,65102,218,65100,200,65100,0,0,200,0,0
196AT-25,15415,0,15102,313,15101,301,15051,1,50,300,0,0
196AT-29,230,17,107,106,6,102,6,2,0,100,100,0
196AT-33,15514,17,120,15377,18,367,18,67,0,300,100,0
196AT-37,928,17,286,625,235,617,135,317,100,300,50,0
196AT-41,15322,6,58,15258,56,252,56,152,0,100,0,0
196AT-45,572,6,251,315,150,306,50,156,100,150,0,0
196AT-5,795318,0,765201,30117,765151,100,765151,0,0,100,0,0
196AT-9,250618,0,185151,65467,185151,450,185151,100,0,350,0,0
196VJ-1,15376,17,15000,359,15000,356,15000,306,0,50,0,0
196VJ-11,15085,0,15011,74,15008,67,15008,67,0,0,0,0
196VJ-15,293,0,107,186,6,185,6,185,0,0,100,0
196VJ-19,270,0,51,219,1,217,1,217,0,0,0,0
196VJ-2,328,35,0,293,0,285,0,185,0,100,0,0
196VJ-23,15279,0,15052,227,15001,225,15001,225,0,0,0,0
196VJ-27,185,0,0,185,0,185,0,185,0,0,0,0
196VJ-3,16012,35,15001,976,15000,975,15000,925,0,50,0,0
196VJ-31,15460,0,15000,460,15000,460,15000,460,0,0,0,0
196VJ-35,103,17,1,85,1,85,1,85,0,0,0,0
196VJ-39,120,35,6,79,6,67,6,67,0,0,0,0
196VJ-43,185,35,38,112,35,106,35,106,0,0,0,0
196VJ-47,118,35,20,63,17,56,17,56,0,0,0,0
196VJ-7,192,1,121,70,118,58,18,58,100,0,0,0
197AT-1,15376,35,15002,339,15000,335,15000,335,0,0,0,0
197AT-13,244,6,50,188,50,185,0,135,50,50,0,0
197AT-17,15516,35,15000,481,15000,475,15000,375,0,100,0,0
197AT-21,95550,75,95003,472,95000,467,95000,317,0,150,0,0
197AT-25,15579,75,15250,254,15250,252,15200,102,50,150,0,0
197AT-29,35597,75,35009,513,35006,506,35006,406,0,100,0,0
197AT-33,15198,6,15068,124,15067,117,15017,117,50,0,0,0
197AT-37,196,17,71,108,20,51,20,51,0,0,50,0
197AT-41,15489,75,15001,413,15001,406,15001,306,0,100,0,0
197AT-45,273,35,50,188,0,185,0,135,0,50,50,0
197AT-5,15327,35,15006,286,15000,285,15000,135,0,150,0,0
197AT-9,15225,17,15001,207,15000,206,15000,106,0,100,0,0
197VJ-1,24,6,0,18,0,17,0,17,0,0,0,0
197VJ-13,30144,35,30000,109,30000,106,30000,106,0,0,0,0
197VJ-17,410,75,0,335,0,335,0,335,0,0,0,0
197VJ-21,185,17,106,62,106,56,106,6,0,50,0,0
197VJ-25,15310,6,15185,119,15085,101,15085,101,0,0,50,0
197VJ-29,1434,2,335,1097,185,1056,135,1006,50,50,50,0
197VJ-33,15714,0,15252,462,15252,456,15252,456,0,0,0,0
197VJ-37,360,0,204,156,201,156,201,156,0,0,0,0
197VJ-41,15356,0,15250,106,15250,106,15100,56,150,50,0,0
197VJ-45,45153,0,45100,53,45100,53,45100,53,0,0,0,0
197VJ-49,251,0,200,51,200,51,200,51,0,0,0,0
197VJ-5,273,17,106,150,100,150,100,150,0,0,0,0
197VJ-9,185,6,2,177,0,175,0,175,0,0,0,0
198VJ-11,15088,0,15007,81,15006,6,15006,6,0,0,0,0
198VJ-15,57,0,1,56,1,50,1,50,0,0,0,0
198VJ-19,110,0,52,58,52,52,52,52,0,0,0,0
198VJ-23,53,0,0,53,0,50,0,50,0,0,0,0
198VJ-27,50,0,0,50,0,50,0,50,0,0,0,0
198VJ-3,0,0,0,0,0,0,0,0,0,0,0,0
198VJ-31,2,0,2,0,0,0,0,0,0,0,0,0
198VJ-35,0,0,0,0,0,0,0,0,0,0,0,0
198VJ-39,15194,1,15176,17,15125,0,15125,0,0,0,50,0
198VJ-43,446,17,376,53,75,50,75,50,0,0,300,0
198VJ-47,26,3,18,5,17,3,17,3,0,0,0,0
198VJ-7,137,0,102,35,102,0,102,0,0,0,0,0
199AT-1,35657,0,35551,106,35550,100,35550,0,0,100,0,0
199AT-13,786421,0,751351,35070,751251,50,751251,0,0,50,0,0
199AT-17,70319,0,35102,35217,35100,200,35100,0,0,200,0,0
199AT-21,80165,0,50057,30108,50051,101,50051,101,0,0,0,0
199AT-25,15204,0,15107,97,15051,50,15051,0,0,50,0,0
199AT-29,246,0,153,93,150,0,150,0,0,0,0,0
199AT-33,50140,0,15056,35084,15050,50,15050,0,0,50,0,0
199AT-37,147,0,55,92,52,50,52,0,0,50,0,0
199AT-41,15075,0,15052,23,15050,0,15050,0,0,0,0,0
199AT-45,267,0,204,63,201,50,201,50,0,0,0,0
199AT-5,200117,0,170050,30067,170050,50,170050,50,0,0,0,0
199AT-9,320370,0,225150,95220,225100,200,225100,50,0,150,0,0
199VJ-13,0,0,0,0,0,0,0,0,0,0,0,0
199VJ-17,0,0,0,0,0,0,0,0,0,0,0,0
199VJ-21,181,6,68,107,18,100,18,100,0,0,50,0
199VJ-25,64,35,18,11,17,3,17,3,0,0,0,0
199VJ-29,101,35,56,10,6,6,6,6,0,0,50,0
199VJ-33,21,17,2,2,2,1,2,1,0,0,0,0
199VJ-37,0,0,0,0,0,0,0,0,0,0,0,0
199VJ-41,1,0,0,1,0,0,0,0,0,0,0,0
199VJ-45,150,0,0,150,0,150,0,150,0,0,0,0
199VJ-49,110,6,1,103,0,102,0,102,0,0,0,0
199VJ-5,0,0,0,0,0,0,0,0,0,0,0,0
199VJ-9,0,0,0,0,0,0,0,0,0,0,0,0
19AT-11,30167,0,15000,15167,15000,150,15000,150,0,0,0,0
19AT-15,62,0,56,6,6,0,6,0,0,0,0,0
19AT-19,7,0,1,6,1,0,1,0,0,0,0,0
19AT-23,2,1,0,1,0,0,0,0,0,0,0,0
19AT-27,0,0,0,0,0,0,0,0,0,0,0,0
19AT-3,106,0,100,6,100,0,100,0,0,0,0,0
19AT-31,59,0,0,59,0,50,0,50,0,0,0,0
19AT-35,108,0,100,8,100,6,100,6,0,0,0,0
19AT-39,101,0,100,1,100,0,100,0,0,0,0,0
19AT-7,256,0,250,6,250,0,250,0,0,0,0,0
19VJ-3,318,35,92,191,75,150,75,150,0,0,0,0
19VJ-7,589,35,242,312,75,300,75,300,0,0,150,0
1AT-1,51,0,1,50,1,50,1,50,0,0,0,0
1AT-13,323,0,317,6,17,0,17,0,0,0,300,0
1AT-17,16,1,6,9,6,0,6,0,0,0,0,0
1AT-21,30047,6,30006,35,30006,0,30006,0,0,0,0,0
1AT-25,95057,0,95051,6,95051,0,95051,0,0,0,0,0
1AT-29,15184,2,15101,81,15050,52,15050,52,0,0,0,0
1AT-33,7,0,0,7,0,0,0,0,0,0,0,0
1AT-37,151,1,150,0,150,0,0,0,150,0,0,0
1AT-41,153,0,150,3,150,0,100,0,50,0,0,0
1AT-45,30189,1,15100,15088,15050,50,15000,50,50,0,0,0
1AT-49,9,0,1,8,1,0,1,0,0,0,0,0
1AT-5,35050,0,35000,50,35000,50,35000,50,0,0,0,0
1AT-53,15562,0,150,15412,100,400,100,150,0,250,0,0
1AT-9,104,0,101,3,101,0,1,0,100,0,0,0
1SWL-1,57,0,56,1,50,0,50,0,0,0,0,0
